id	japanese	translation
MAP35_e6_p0_6	　　　　　　　それを防ぐことのできる唯一の力が	The only power that could prevent it was
MAP35_e6_p0_7	　　　　　　　　　　　エレメントの紋章を	the inheritors who carried
MAP35_e6_p0_8	　　　　　　　　受け継いだ　継承者たちであると…　　	the Element crests...
MAP35_e8_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP36_e1_p0_10	　　　　　　　　　　作られたと伝わる	was said to have been forged.
MAP36_e1_p0_12	　　　　　　それぞれのエレメントの加護の証である	On this continent, where three nations blessed by
MAP36_e1_p0_13	　　紋章の力を受け継いだ三つの国が栄えるこの大陸には	the crests—marks of each Element's blessing—flourish,
MAP36_e1_p0_15	　　　　　　　　恐ろしい言い伝えがあった…	there was a fearsome old tale...
MAP36_e1_p0_7	　　　　　　　　　　　エレメント大陸	The Element Continent
MAP36_e1_p0_9	　　　この大陸は火、水、風のエレメントの加護によって	This continent was forged by the blessing of the Fire, Water, and Wind Elements,
MAP37_e10_p0_11	随分と焦ってるようだが、それも当然だな。	You look quite flustered, and rightly so.
MAP37_e10_p0_12	西の監視塔なら、毎月サクソン団長代行が	As for the West Watchtower, Acting Commander Saxon
MAP37_e10_p0_13	見回りを命じられているはずだからな。	should be ordered to patrol it every month.
MAP37_e10_p0_16	ええい、ピピンめ、無礼なあああああ！！	Bah! Pipin, you insolent—!
MAP37_e10_p0_19	確かに前回の見回りでは異常なかったのだ！	It's true that nothing was abnormal during the last patrol!
MAP37_e10_p0_2	わしは忙しいのだウィン！邪魔を…	I'm a busy man, Win! Don't bother—
MAP37_e10_p0_20	魔物どころか、ねずみ一匹さえ、クモ一匹さえ	Not a single monster—not even one mouse,
MAP37_e10_p0_21	いなかったのだ！！	not even one spider!!
MAP37_e10_p0_24	どうだかね…。	Who can say...
MAP37_e10_p0_27	しつこいぞ、ピピン！し、しかし…	Persistent, aren't you, Pipin! B-But...
MAP37_e10_p0_28	もしかすれば、闇のエレメントの復活が	Perhaps the revival of the Dark Element is
MAP37_e10_p0_29	近いのかも知れぬ…	near...
MAP37_e10_p0_3	ん？西の監視塔に人食いの魔物が出たから	Hm? A man-eating monster appeared at the West Watchtower, so
MAP37_e10_p0_32	ふたりとも、気を引き締めていくのだ！！	Both of you, stay sharp!!
MAP37_e10_p0_4	調査に行く、だと…？	you're going to investigate...?
MAP37_e10_p0_7	そ、それは大変だのう！	T-That is serious indeed!
MAP37_e10_p0_8	気を付けて行ってまいれよ！	Do go carefully!
MAP37_e10_p1_2	ふたりとも、気を引き締めていくのだ！！	Both of you, stay sharp!!
MAP37_e11_p0_2	…サクソンめ、なにが闇のエレメントだ。	...That Saxon, what's this about a Dark Element.
MAP37_e11_p0_3	自分の能無しを、おとぎ話で誤魔化すなんて、	Covering up his own incompetence with fairy tales—
MAP37_e11_p0_4	恥知らずにもほどがある。	the shamelessness knows no bounds.
MAP37_e12_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e13_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e14_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e15_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e16_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e17_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP37_e18_p0_1	『ウィンダム王国の歴史』	"""History of the Windam Kingdom"""
MAP37_e18_p0_11	南の国のフレイムや、西の山奥のセイリューでは、	In the southern land of Flame and in Seiryu, deep in the western mountains,
MAP37_e18_p0_12	辺境の田舎に、いつのまにか大きな城が建っていて	it's said that great castles suddenly rose in remote countryside,
MAP37_e18_p0_13	王国が出来ていたので驚いたと伝わっている。	and kingdoms were born before anyone could be surprised.
MAP37_e18_p0_15	なので、風のエレメントの加護で出来たお城と国である、	And so—as this castle and kingdom were made through the blessing of the Wind Element—
MAP37_e18_p0_16	そういう噂が、ウィンダム王国以外でもそれなりに	Such rumors are believed to a fair degree
MAP37_e18_p0_17	信じられている。	outside the Windam Kingdom as well.
MAP37_e18_p0_18	とにかくこの国では何でも風のエレメントのおかげである。	In any case, in this country, everything is thanks to the Wind Element.
MAP37_e18_p0_2	…と表紙に書かれた本がある。読んでみようか…・	There's a book with these words on the cover. Should we read it...?
MAP37_e18_p0_6	大昔からある国だと伝わるが、実際にどのくらい大昔から	The kingdom is said to have existed since ancient times, though
MAP37_e18_p0_7	あるのかは、あまりよく分からない。	how ancient exactly isn't well known.
MAP37_e18_p0_8	色々な本や言い伝えから、500年くらい前には、	From various books and legends, it seems that around 500 years ago,
MAP37_e18_p0_9	国王がいて、兵士がいて、街があったらしい。	there was a king, soldiers, and a town here.
MAP37_e19_p0_1	『サクソンの日記』	"""Saxon's Diary"""
MAP37_e19_p0_12	領内を荒らし回っていた野盗の集団を、遂に追い詰めた。	At last, I cornered the bandit gang that had been ravaging the territory.
MAP37_e19_p0_13	この戦いで大手柄を挙げることで、あのロイを差し置いて	If I distinguish myself in this battle, ahead of that Roi,
MAP37_e19_p0_14	わしが騎士団長になれないものか…。ううむ。	perhaps I can become Knight Commander... Hmm.
MAP37_e19_p0_17	もうずっとわしが騎士団長代行のままだ。	I've been Acting Knight Commander all this time.
MAP37_e19_p0_18	実質的にはわしが騎士団を率いているとはいえ…	Even if in practice I lead the knight order...
MAP37_e19_p0_19	紋章のないわしにいざとなった時に国を守れるだろうか…	Without a crest, can I really protect the country in a crisis...?
MAP37_e19_p0_2	…と、表紙に書かれた本がある。読んでみようか…	There's a book with these words on the cover. Should we read it...
MAP37_e19_p0_7	代々何度も騎士団長、そして風の紋章を受け継いできた	My family has inherited the position of Knight Commander and the Wind Crest
MAP37_e19_p0_8	我が一族…。わしもその栄誉が欲しかったのに、あのロイ	for generations... I too wanted that honor, but because of that man Roi,
MAP37_e19_p0_9	とかいう男がいるせいで…。悔しい。	How frustrating.
MAP37_e20_p0_12	どこの自称天才さんの話だ？おい？	Who's this self-proclaimed genius, huh?
MAP37_e20_p0_15	げっ！いたのかピピン！！	Gah! Pipin, you're here!!
MAP37_e20_p0_16	ま、とりあえず、ウィン！がんばれよ！	Well, anyway, Win! Do your best!
MAP37_e20_p0_17	…ピピンもな。	...You too, Pipin.
MAP37_e20_p0_2	よう、ウィン。最近どうだ？	Yo, Win. How's it going?
MAP37_e20_p0_22	なんだなんだ、騎士学校トップで卒業した	What's this? You graduated top of the knight academy,
MAP37_e20_p0_23	お前が、そんなパッとしない顔して。	and you're wearing such a dull face.
MAP37_e20_p0_24	最近実家のパン食べてないのか？	Haven't been eating your folks' bread lately?
MAP37_e20_p0_7	そりゃあよかった！俺はお前ならきっと	Glad to hear it! I'm sure you'll
MAP37_e20_p0_8	騎士団長になると思ってるんだ。	become Knight Commander one day.
MAP37_e20_p0_9	あんな性格の悪い自称天才でなく…	Not some mean-spirited self-proclaimed genius like that guy...
MAP37_e21_p0_12	ああ。	Yeah.
MAP37_e21_p0_15	…それなら安心だ。	...Then I'm relieved.
MAP37_e21_p0_16	ピピンと一緒なら、ウィンも色々勉強に	With Pipin alongside you, Win will learn a great deal.
MAP37_e21_p0_17	なるだろう。ピピン、ウィンをよろしくな。	Pipin, take good care of Win.
MAP37_e21_p0_2	…仕事か？	...More work?
MAP37_e21_p0_22	なんでだ！仕事だろう！？	Why!? It's a mission, right!?
MAP37_e21_p0_23	まさかウイン、	Don't tell me, Win,
MAP37_e21_p0_24	お前、陛下の話を聞いてなかったのか！？	you weren't listening to His Majesty!?
MAP37_e21_p0_27	俺も聞いていた、仕事だよな？ウィン。	I heard it too. It's a mission, right, Win?
MAP37_e21_p0_28	知っていて聞いた俺が悪かったよ。	Fine, my bad for asking when I already knew.
MAP37_e21_p0_29	…しかしピピンは怒り過ぎだ。うるさい。	...But Pipin's overreacting. So loud.
MAP37_e21_p0_32	…クッ	...Ugh
MAP37_e21_p0_33	どうして俺が怒られたんだ…	Why did I get scolded...
MAP37_e21_p0_7	人食いの獣が住み着いたっていう、	A man-eating beast has moved in there, you said?
MAP37_e21_p0_8	西の監視塔か。	The West Watchtower, huh.
MAP37_e21_p0_9	ピピンも一緒なんだな？	Pipin's coming along, right?
MAP37_e22_p0_12	ああ。	Yeah.
MAP37_e22_p0_15	…それなら安心だ。	...Then I'm relieved.
MAP37_e22_p0_16	ピピンと一緒なら、ウィンも色々勉強に	With Pipin alongside you, Win will learn a great deal.
MAP37_e22_p0_17	なるだろう。ピピン、ウィンをよろしくな。	Pipin, take good care of Win.
MAP37_e22_p0_2	…仕事か？	...More work?
MAP37_e22_p0_22	なんでだ！仕事だろう！？	Why!? It's a mission, right!?
MAP37_e22_p0_23	まさかウイン、	Don't tell me, Win,
MAP37_e22_p0_24	お前、陛下の話を聞いてなかったのか！？	you weren't listening to His Majesty!?
MAP37_e22_p0_27	俺も聞いていた、仕事だよな？ウィン。	I heard it too. It's a mission, right, Win?
MAP37_e22_p0_28	知っていて聞いた俺が悪かったよ。	Fine, my bad for asking when I already knew.
MAP37_e22_p0_29	…しかしピピンは怒り過ぎだ。うるさい。	...But Pipin's overreacting. So loud.
MAP37_e22_p0_32	…クッ	...Ugh
MAP37_e22_p0_33	どうして俺が怒られたんだ…	Why did I get scolded...
MAP37_e22_p0_7	人食いの獣が住み着いたっていう、	A man-eating beast has moved in there, you said?
MAP37_e22_p0_8	西の監視塔か。	The West Watchtower, huh.
MAP37_e22_p0_9	ピピンも一緒なんだな？	Pipin's coming along, right?
MAP37_e23_p0_12	どこの自称天才さんの話だ？おい？	Who's this self-proclaimed genius, huh?
MAP37_e23_p0_15	げっ！いたのかピピン！！	Gah! Pipin, you're here!!
MAP37_e23_p0_16	ま、とりあえず、ウィン！がんばれよ！	Well, anyway, Win! Do your best!
MAP37_e23_p0_17	…ピピンもな。	...You too, Pipin.
MAP37_e23_p0_2	よう、ウィン。最近どうだ？	Yo, Win. How's it going?
MAP37_e23_p0_22	なんだなんだ、騎士学校トップで卒業した	What's this? You graduated top of the knight academy,
MAP37_e23_p0_23	お前が、そんなパッとしない顔して。	and you're wearing such a dull face.
MAP37_e23_p0_24	最近実家のパン食べてないのか？	Haven't been eating your folks' bread lately?
MAP37_e23_p0_7	そりゃあよかった！俺はお前ならきっと	Glad to hear it! I'm sure you'll
MAP37_e23_p0_8	騎士団長になると思ってるんだ。	become Knight Commander one day.
MAP37_e23_p0_9	あんな性格の悪い自称天才でなく…	Not some mean-spirited self-proclaimed genius like that guy...
MAP37_e24_p0_12	ヒソヒソ…	(whisper whisper)...
MAP37_e24_p0_13	何が天才だ…　ガキの頃に親父からもらった	Some 'genius'... it's all thanks to the crest his old man
MAP37_e24_p0_14	紋章のおかげだろうに…	gave him as a kid...
MAP37_e24_p0_19	ヒソヒソ…	(whisper whisper)...
MAP37_e24_p0_20	紋章は代々騎士団長が継承するはずなのに…	The crest is supposed to pass to the Knight Commander...
MAP37_e24_p0_21	こいつはガキの頃に継承しちまったから…	but he inherited it back when he was a brat, so...
MAP37_e24_p0_22	最初から俺たちに出世の道はなかったんだよな	there was never any path to promotion for us from the start.
MAP37_e24_p0_27	ヒソヒソ…	(whisper whisper)...
MAP37_e24_p0_29	紋章のおかげでこんな若造が騎士団長ね…	So this young whippersnapper gets to be Knight Commander thanks to a crest...
MAP37_e24_p0_30	こいつのせいで騎士団の格も地に堕ちたぜ…	His fault the order's prestige has sunk into the dirt...
MAP37_e24_p0_35	ヒソヒソ…	(whisper whisper)...
MAP37_e24_p0_36	せいぜいがんばれよ、天才騎士団長さん…	Good luck with that, Mr. Genius Knight Commander...
MAP37_e24_p0_37	俺らはアンタに忠誠なんて誓わないぜ…	We won't be pledging you any loyalty...
MAP37_e24_p0_4	風の紋章の継承者ロイよ。	Roi, inheritor of the Wind Crest.
MAP37_e24_p0_43	　　　　　　　闇のエレメントの復活に備え	To prepare for the Dark Element's revival,
MAP37_e24_p0_44	　　　　　　それぞれの紋章の継承者のもとに	so that whenever that time comes,
MAP37_e24_p0_46	　　　　　　　　　　人々は助け合い	people may support one another
MAP37_e24_p0_47	　　　　　　　いつ、そのときが来ても万全に	and fight at full strength
MAP37_e24_p0_48	　　　　　　　　　　　戦えるよう	together with the inheritors,
MAP37_e24_p0_5	いまこれより、そなたをウィンダム騎士団の	from this moment, I appoint you
MAP37_e24_p0_50	　　　　　古い言い伝えを語り継がねばならない	The ancient tale must be passed down, they said.
MAP37_e24_p0_52	　　　　　しかしいまやそんな大昔の言い伝えは	Yet now, such age-old legends are
MAP37_e24_p0_53	　　　　　　　　　　　単なる物語…	nothing but stories...
MAP37_e24_p0_55	　　　　　　　　　　　　　そう…　　　　	I see...
MAP37_e24_p0_6	騎士団長に命ずる。	Commander of the Windam Knight Order.
MAP37_e24_p0_8	…は、謹んで承ります	...Yes, I humbly accept.
MAP37_e4_p0_2	騎士ウィン、お前にはまだ実戦経験が少ない。	Knight Win, you still lack real combat experience.
MAP37_e4_p0_3	この任務を良い機会とし、ピピンから多くを	Use this mission as a good opportunity to learn much from Pipin.
MAP37_e4_p0_4	学ぶのだ。よいな…　下がれ。	Understood... You're dismissed.
MAP37_e4_p1_11	お前の働きに期待しているぞ。	I expect great things from you.
MAP37_e4_p1_12	下がれ。	You may leave.
MAP37_e4_p1_17	…すまぬが少し考え事をしているのだ。	...Forgive me, but I'm lost in thought.
MAP37_e4_p1_18	ひとりになりたい。	I wish to be alone.
MAP37_e4_p1_19	またの機会にしてくれ。	Some other time, please.
MAP37_e4_p1_27	以前サクソンに西の塔の見回りを命じたが、	I ordered Saxon to patrol the western tower before,
MAP37_e4_p1_28	あれからまだ、ひとつきも経っていない。	and not even a month has passed since.
MAP37_e4_p1_29	こんな短期間に多くの魔物が巣くうものか…	How could so many monsters have nested there in so short a time...
MAP37_e4_p1_32	恐れながら、陛下。	If I may be so bold, Your Majesty.
MAP37_e4_p1_33	サクソン騎士団長代行のこと、きっと報告だけ	As for Acting Knight Commander Saxon, I'm sure he
MAP37_e4_p1_34	して、見回りはしていません。	only filed the report and never actually patrolled.
MAP37_e4_p1_37	ありそうなことだ…。	That does sound like him...
MAP37_e4_p1_38	いつもあの者の尻拭いをさせてすまないが、	I'm sorry to always make you clean up after him, but
MAP37_e4_p1_39	ピピン、任せたぞ。	Pipin, I leave it to you.
MAP37_e4_p1_4	…なぜまだここにいる？	...Why are you still here?
MAP37_e4_p1_42	…は	...Yes
MAP37_e4_p1_48	ピピン、お前の今回の仕事は、ウィンの	Pipin, your task this time is to
MAP37_e4_p1_49	サポートだ。色々と教えてやるように。	support Win. Teach him everything you can.
MAP37_e4_p1_5	お前には西の塔の調査に向かうよう命じた。	You've been ordered to investigate the western tower.
MAP37_e4_p1_50	少しは仲良くするのだぞ。	Try to get along with each other.
MAP37_e4_p1_53	…は	...Yes
MAP37_e4_p1_56	王に向かってそうあからさまに嫌な顔をするな。	Don't make such an obvious face of disgust toward your king.
MAP37_e4_p1_57	お前なりのやり方でいいが、努力はしろ。	Do it your own way if you like, but put in the effort.
MAP37_e4_p1_58	隊長たるもの、部下の教育も仕事の内だ。	As a captain, teaching your subordinates is part of the job.
MAP37_e4_p1_6	私にはお前と雑談するような暇はないぞ。	I have no time for chit-chat with you.
MAP37_e4_p1_61	…努力します。	...I'll do my best.
MAP37_e4_p2_10	しかし…	However...
MAP37_e4_p2_101	長話は終わりにしよう。	Let's end this long talk.
MAP37_e4_p2_102	ウィンよ、ピピンをよろしく頼む。	Win, I entrust Pipin to you.
MAP37_e4_p2_103	急ぎ、西の森に住むロイを訪ね、事の次第を	Hurry to the western forest, visit Roi who lives there,
MAP37_e4_p2_104	伝え、城に出てくるよう説得するのだ。	tell him what's happened, and persuade him to come to the castle.
MAP37_e4_p2_107	陛下、それは逆ですよ。	Your Majesty, you've got it backwards.
MAP37_e4_p2_108	なんで俺がこいつに面倒を見られにゃならんの	Why do I have to be the one looking after
MAP37_e4_p2_109	です！	this kid!?
MAP37_e4_p2_112	この意味、	The meaning of this—
MAP37_e4_p2_113	分からないお前ではあるまい、ピピン！	surely even you understand, Pipin!
MAP37_e4_p2_116	は…？	Huh...?
MAP37_e4_p2_117	いや、分かりませんが…	No, I don't understand, but...
MAP37_e4_p2_120	ロイは気難しい男だ…。	Roi is a difficult man...
MAP37_e4_p2_121	説得は難しいかも知れないが、頼むぞ。	He may be hard to persuade, but I'm counting on you.
MAP37_e4_p2_13	どうした？	What is it?
MAP37_e4_p2_16	最上階に怪しいガイコツの男がいました。	There was a suspicious skeleton-like man on the top floor.
MAP37_e4_p2_17	奴は自分を闇のエレメントの担い手…	He called himself the bearer of the Dark Element...
MAP37_e4_p2_18	大魔道士ピ…ピ何とかと名乗りました…。	some Grand Mage Pi... Pi-something...
MAP37_e4_p2_2	よくぞ戻った、騎士ピピン、騎士ウィンよ。	Welcome back, Knight Pipin, Knight Win.
MAP37_e4_p2_21	大魔道士ピ…なんとかだと……！？	A Grand Mage Pi... something, you say......!?
MAP37_e4_p2_24	ご存知なのですか？	You know of him?
MAP37_e4_p2_27	いや、わからん。そもそもピ何とかでは、	No, I don't know it. Pi-something hardly
MAP37_e4_p2_28	もし知っていたとしても、わからなそうだ…。	gives you anything to go on...
MAP37_e4_p2_31	きっと、ちょっと変なやつというだけだとは	I'm sure he's just some odd fellow, but
MAP37_e4_p2_32	思いますが、一応報告しました。	I thought I'd report it anyway.
MAP37_e4_p2_35	ふむ…。	Hmm...
MAP37_e4_p2_36	しかし、闇のエレメントの復活の予兆	But this could be a sign of the Dark Element's
MAP37_e4_p2_37	なのかも知れないな。	revival.
MAP37_e4_p2_40	ああ、やつはそんなことも言っていました。	Yes, he did say something like that.
MAP37_e4_p2_41	闇のエレメントの復活が近いとか何とか…	That the Dark Element's revival was near, and so on...
MAP37_e4_p2_42	闇の結晶を集めるとか何とか…	That he'd gather Dark Crystals, and so on...
MAP37_e4_p2_45	闇の結晶を集めるだと！！！！！？	Gather Dark Crystals, you say!!
MAP37_e4_p2_48	ご存知なのですか？	You know of him?
MAP37_e4_p2_5	早速だが、調査結果を教えてくれ。	Now then, tell me what you found.
MAP37_e4_p2_51	以前ロイから聞いたことがある…。	I've heard about this from Roi before...
MAP37_e4_p2_52	この大陸には、闇の力が集まりやすい場所が	There are places on this continent where dark power gathers easily,
MAP37_e4_p2_53	あって…	and...
MAP37_e4_p2_55	闇のエレメント復活の際には、その場所に	when the Dark Element revives, Dark Crystals
MAP37_e4_p2_56	闇の結晶が現れるらしいと…	are said to appear at those places...
MAP37_e4_p2_58	ピピン、そしてウィンよ。	Pipin, and you too, Win.
MAP37_e4_p2_59	本当に闇のエレメントの復活が近いとするなら、	If the Dark Element's revival truly is near,
MAP37_e4_p2_60	風の紋章の継承者であるロイの力が必要だ。	we need the power of Roi, the Wind Crest's inheritor.
MAP37_e4_p2_63	…森の奥に引きこもっている、かつて天才と	...The legendary knight who was once called a genius
MAP37_e4_p2_64	呼ばれた、伝説の騎士、ロイ…	but now lives secluded deep in the forest... Roi...
MAP37_e4_p2_67	…そうだ、ピピン。	...That's right, Pipin.
MAP37_e4_p2_69	闇のエレメントに対抗できるのは、	Only the inheritors of the Fire, Water, and Wind crests
MAP37_e4_p2_70	火、水、風の紋章の継承者だけだ。	can stand against the Dark Element.
MAP37_e4_p2_71	そして、ロイはここ何十年も、山奥で古文書を	And Roi has spent decades reading ancient texts
MAP37_e4_p2_72	読み、研究を続けている。	and researching in the mountains.
MAP37_e4_p2_74	彼の力が、いまこそ必要なのだ。	His power is needed now more than ever.
MAP37_e4_p2_76	二人は急いでロイの元に向かい、	Hurry to Roi's side, the two of you,
MAP37_e4_p2_77	ここへ出てくるよう説得して参るのだ。	and persuade him to come here.
MAP37_e4_p2_8	塔の内部は人食いの魔物だらけでした。	The tower was crawling with man-eating monsters.
MAP37_e4_p2_80	俺は…	As for me...
MAP37_e4_p2_83	俺は残ります。	I'll stay behind.
MAP37_e4_p2_84	ウィンにだけ、行かせて下さい。	Let Win go alone.
MAP37_e4_p2_89	実はな、ピピン…	You see, Pipin...
MAP37_e4_p2_9	いちばんの大物、人食いイヌは倒しました。	The biggest of them, the man-eating dog, was defeated.
MAP37_e4_p2_90	このような事態になったときには、	For situations like this,
MAP37_e4_p2_91	ピピンを寄こすよう、以前ロイから	Roi asked me beforehand to send Pipin
MAP37_e4_p2_92	頼まれているのだよ。	in such cases.
MAP37_e4_p2_95	…な、んだと………？	...Wh-What......?
MAP37_e4_p2_98	この意味…	The meaning of this—
MAP37_e4_p2_99	分からないお前ではあるまい、ピピン。	surely even you understand, Pipin.
MAP37_e4_p3_2	ウィンよ、ピピンをよろしく頼む。	Win, I entrust Pipin to you.
MAP37_e4_p3_3	急ぎ、西の森に住むロイを訪ね、事の次第を	Hurry to the western forest, visit Roi who lives there,
MAP37_e4_p3_4	伝え、城に出てくるよう説得するのだ。	tell him what's happened, and persuade him to come to the castle.
MAP37_e5_p0_12	どこの自称天才さんの話だ？おい？	Who's this self-proclaimed genius, huh?
MAP37_e5_p0_15	げっ！いたのかピピン！！	Gah! Pipin, you're here!!
MAP37_e5_p0_16	ま、とりあえず、ウィン！がんばれよ！	Well, anyway, Win! Do your best!
MAP37_e5_p0_17	…ピピンもな。	...You too, Pipin.
MAP37_e5_p0_2	よう、ウィン。最近どうだ？	Yo, Win. How's it going?
MAP37_e5_p0_22	なんだなんだ、騎士学校トップで卒業した	What's this? You graduated top of the knight academy,
MAP37_e5_p0_23	お前が、そんなパッとしない顔して。	and you're wearing such a dull face.
MAP37_e5_p0_24	最近実家のパン食べてないのか？	Haven't been eating your folks' bread lately?
MAP37_e5_p0_7	そりゃあよかった！俺はお前ならきっと	Glad to hear it! I'm sure you'll
MAP37_e5_p0_8	騎士団長になると思ってるんだ。	become Knight Commander one day.
MAP37_e5_p0_9	あんな性格の悪い自称天才でなく…	Not some mean-spirited self-proclaimed genius like that guy...
MAP37_e6_p0_12	ああ。	Yeah.
MAP37_e6_p0_15	…それなら安心だ。	...Then I'm relieved.
MAP37_e6_p0_16	ピピンと一緒なら、ウィンも色々勉強に	With Pipin alongside you, Win will learn a great deal.
MAP37_e6_p0_17	なるだろう。ピピン、ウィンをよろしくな。	Pipin, take good care of Win.
MAP37_e6_p0_2	…仕事か？	...More work?
MAP37_e6_p0_22	なんでだ！仕事だろう！？	Why!? It's a mission, right!?
MAP37_e6_p0_23	まさかウイン、	Don't tell me, Win,
MAP37_e6_p0_24	お前、陛下の話を聞いてなかったのか！？	you weren't listening to His Majesty!?
MAP37_e6_p0_27	俺も聞いていた、仕事だよな？ウィン。	I heard it too. It's a mission, right, Win?
MAP37_e6_p0_28	知っていて聞いた俺が悪かったよ。	Fine, my bad for asking when I already knew.
MAP37_e6_p0_29	…しかしピピンは怒り過ぎだ。うるさい。	...But Pipin's overreacting. So loud.
MAP37_e6_p0_32	…クッ	...Ugh
MAP37_e6_p0_33	どうして俺が怒られたんだ…	Why did I get scolded...
MAP37_e6_p0_7	人食いの獣が住み着いたっていう、	A man-eating beast has moved in there, you said?
MAP37_e6_p0_8	西の監視塔か。	The West Watchtower, huh.
MAP37_e6_p0_9	ピピンも一緒なんだな？	Pipin's coming along, right?
MAP37_e8_p0_2	ここから先は、ウィンダム王とお妃さまの	Past here are the bedchambers of King Windam and his queen...
MAP37_e8_p0_3	寝室だぜ　…って、	hey, you know—
MAP37_e8_p0_4	お前そんなこと知ってるだろ。あっち行った。	you already know that. Let's go.
MAP37_e9_p0_3	ここから先は、ウィンダム王とお妃さまの	Past here are the bedchambers of King Windam and his queen...
MAP37_e9_p0_4	寝室だぜ　…って、	hey, you know—
MAP37_e9_p0_5	お前そんなこと知ってるだろ。あっち行った。	you already know that. Let's go.
MAP38_e4_p0_10	　　　　　　　　　　　　エレサガ	Elesaga
MAP38_e4_p0_6	そんなものは、おとぎ話に過ぎなかったんだ…	Such things were nothing but fairy tales...
MAP39_e6_p1_10	おとうさん…！！	Daddy...!!
MAP39_e6_p1_13	ロ…ロイ…　すまん…	R-...Roi... I'm sorry...
MAP39_e6_p1_16	なにが…？	For what...?
MAP39_e6_p1_17	おとうさん…おいしゃ…　おいしゃに…	Daddy... the doctor... call the doctor...
MAP39_e6_p1_20	もう…手遅れだ…	It's... too late...
MAP39_e6_p1_21	俺は…死ぬ…	I'm... going to die...
MAP39_e6_p1_24	なにいってるの…	What are you saying...
MAP39_e6_p1_25	おとうさんは、けいしょうしゃなんだ…	Daddy, you're the inheritor...
MAP39_e6_p1_27	おとうさんは…	Daddy is...
MAP39_e6_p1_28	もんしょうの…ゆうしゃさまなんだから…	the hero of the crest...
MAP39_e6_p1_29	しぬわけないでしょ…！！	there's no way you'd die...!!
MAP39_e6_p1_32	ロイ…　左手を…　出しなさい…　早く…	Roi... your left hand... give it to me... quickly...
MAP39_e6_p1_35	え…　なに…？	Huh... what...?
MAP39_e6_p1_46	ロイ…　強く…　なれ…　俺よりも…強く	Roi... grow strong... stronger than... me...
MAP39_e6_p1_49	えっ？	Huh?
MAP39_e6_p1_50	おとうさん…　ぼくの手…	Daddy... my hand...
MAP39_e6_p1_52	ぼくの手に…もんしょうがあるよ！	On my hand... there's a crest!
MAP39_e6_p1_53	ぼくはけいしょうしゃになったんだ！	I've become the inheritor!
MAP39_e6_p1_55	すごい！すごい！	Amazing! Amazing!
MAP39_e6_p1_56	おとうさん！	Daddy!
MAP39_e6_p1_57	ぼくの手にもんしょうが………	My hand has a crest too......
MAP39_e6_p1_59	おとう…さん………？	Daddy......?
MAP39_e6_p1_9	おとうさん…どうしたの、そのケガ…	Daddy... what happened to that wound...
MAP39_e8_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP40_e43_p0_10	サクソンが全軍を指揮していたんだ。	Saxon was commanding the whole army.
MAP40_e43_p0_14	サクソン殿！	Lord Saxon!
MAP40_e43_p0_15	なぜ私の許可なしに、全軍を動かしたのです！	Why did you move the whole army without my permission!
MAP40_e43_p0_23	これはこれはロイ騎士団長…	Well, well, Commander Roi...
MAP40_e43_p0_24	あなたの手をわずらわせるのも悪いと思ってな	I thought it improper to trouble your hands,
MAP40_e43_p0_26	なあに、この程度の敵、私にお任せ下され。	never you mind—leave enemies of this caliber to me.
MAP40_e43_p0_27	団長は安心して家に帰り、市民とのお祝いを	Go home at ease, Commander, and continue
MAP40_e43_p0_28	お続け下され…	your celebration with the citizens...
MAP40_e43_p0_34	気合い負けするなーっ！	Don't lose your nerve!
MAP40_e43_p0_35	一気にかかれーーーーーいっ！！	Charge all at once—!!
MAP40_e43_p0_38	…くっ	...Hmph
MAP40_e43_p0_40	伝令！でんれーーーーーーーーーい！！	Messenger! Message—!!
MAP40_e43_p0_6	俺が現場に着いたとき…	By the time I reached the scene...
MAP40_e43_p0_7	既に戦闘が始まっていた。	the battle had already begun.
MAP40_e43_p0_9	代々何度も騎士団長を輩出している名門の男…	A man of a distinguished house that produced Knight Commander after Knight Commander...
MAP40_e44_p1_10	火の手があがっています…！	Flames have risen...!
MAP40_e44_p1_13	えーい、それがどうした！	Bah, so what!
MAP40_e44_p1_16	塔の外にいた野党が…森の中の家を	The bandits outside the tower are attacking
MAP40_e44_p1_17	襲っているようです…　　その…	a house in the forest... that is...
MAP40_e44_p1_19	ロイ騎士団長の家を…	Commander Roi's house...
MAP40_e44_p1_22	…なんだと	...What did you say
MAP40_e44_p1_30	サクソン殿！	Lord Saxon!
MAP40_e44_p1_31	兵の何人かを救出に向かわせるぞ！いいな！？	I'm sending some soldiers to rescue them! Understood!?
MAP40_e44_p1_37	サクソン殿！	Lord Saxon!
