id	japanese	translation
TROOP138_p0_10	すぐに死なれちゃったらつまんないからさあ？	It wouldn't be fun if you died right away, so~?
TROOP138_p0_2	さあて…　魔王になったボクの力が、	Now then... just how incredible the power of me,
TROOP138_p0_3	いったいどれだけ凄いのかを…	the Demon King, is...
TROOP138_p0_6	試させてもらうねー？	let me test it out on you~?
TROOP138_p0_7	本気で耐えてねー	Hold out for real, okay?
TROOP138_p1_10	…んだよ　死ねよ！！！！！！	...Damn it, just die!!!!!!
TROOP138_p1_11	魔王のボクが攻撃してるんだぞーーー！！！？	The Demon King me is attacking—!!!?
TROOP138_p1_2	アレー？	Hmm?
TROOP138_p1_3	意外と耐えちゃったねえ…　1ターン！！	You actually survived... one turn!!
TROOP138_p1_6	やるじゃーーーーん！！	Not bad~!!
TROOP138_p1_7	意外と楽しませてくれるんだねー！？	You're more entertaining than I thought!?
TROOP139_p0_14	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP139_p0_2	奴の炎の魔法は俺の魔法で相殺できる。	His fire magic can be canceled by my magic.
TROOP139_p0_3	しかし魔王とか名乗るくらいだ…	But he calls himself a Demon King...
TROOP139_p0_4	他にも危険な技があるかも知れん。	he may have other dangerous tricks.
TROOP139_p0_7	気を引き締めつつも、チャンスと見れば	Stay sharp, and when we see an opening,
TROOP139_p0_8	一気に攻めるぞ！！	we strike all at once!!
TROOP139_p1_10	拍子抜けだな…	What a letdown...
TROOP139_p1_11	ウィン、さっさと決めてしまおう。	Win, let's end this quickly.
TROOP139_p1_2	赤いのがジャマだ…	The red one is in the way...
TROOP139_p1_3	赤いのがジャマなんだよーー！！！！	The red one's in the way—!!!!
TROOP139_p1_6	おいおい…	Hey now...
TROOP139_p1_7	魔王ってのはこんなモンなのか？	Is this all a Demon King amounts to?
TROOP139_p2_10	派手なナリをしているだけのことはあるか。	At least the flashy getup's got some bite.
TROOP139_p2_2	くっそおおおおおおおおおおお！！！！！！	Dammit—!!!!!!
TROOP139_p2_5	ボクは魔王なんだ…	I am the Demon King...
TROOP139_p2_6	こんなところで終わってたまるかー！！！！	I won't end here—!!!!
TROOP139_p2_9	意外とタフだな。	He's tougher than expected.
TROOP139_p3_2	もっとパワーを…	More power...
TROOP139_p3_3	闇のエレメントパワーをおおおおお！！！！	DARK ELEMENTAL POWER—!!!!
TROOP139_p3_6	時間をかけると、奴がパワーアップしてしまう	If we take too long, he'll power up
TROOP139_p3_7	かも知れん…	even further...
TROOP139_p3_8	ウィン、急ぐぞ！	Win, we hurry!
TROOP139_p4_10	闇のエレメントパワー自体と同化すると…	Once you merge with the Dark Elemental Power itself...
TROOP139_p4_11	自我を保てるかどうかわからないって…	you can't be sure you'll keep your sense of self...
TROOP139_p4_14	だからこそ、四天王の中で最も強いピケピケが	That's why Pikepike, the strongest of the Generals,
TROOP139_p4_15	魔王になるはずだった…	was supposed to become the Demon King...
TROOP139_p4_18	フン、分からんでもない…	Hmph, I can see the sense in it...
TROOP139_p4_19	お前のようなガキに、自我を保つことが	A brat like you keeping your sense of self—
TROOP139_p4_2	もう…　ダメだ…　終わりだ…	It's... over... this is the end...
TROOP139_p4_20	できるとは思えないからな。	I can't see that happening.
TROOP139_p4_23	ボクは嫌だった…	I didn't want it...
TROOP139_p4_24	どんなに強大な力を得られるとしても、	No matter how vast the power,
TROOP139_p4_25	自分がいなくなってしまうなんて…	losing myself was just...
TROOP139_p4_28	だけど…　もう終わりだ…	But... it's over now...
TROOP139_p4_29	こんなダサいやられ方するくらいなら…	If I'm to be taken down this lamely...
TROOP139_p4_32	もうどうなってもいい…	I don't care what happens anymore...
TROOP139_p4_33	オマエらだけは絶対にぶっ殺す…！！！！	But you lot—I'll kill you all for sure...!!!!
TROOP139_p4_37	まずい！！　ウィン離れろ！！	Danger!! Win, get away!!
TROOP139_p4_5	なんだ、降参か？	What, surrendering?
TROOP139_p4_6	悪いが、受け入れられないぞ。	Sorry, but I won't accept that.
TROOP139_p4_9	ピケピケが言っていた…	Pikepike said...
TROOP140_p0_10	う…ぐぐぐがガガガァァ……！！	Ugh... grrrgh...!!
TROOP140_p0_13	オマエらも一緒に飲み込まれろォォォ…ッ！！	You lot get swallowed up too—!!
TROOP140_p0_16	ウィン！　立て直すぞ！！	Win! Let's regroup!!
TROOP140_p0_17	魔法、アイテム…使い尽くすつもりで行け！	Use up every spell and item you have!
TROOP140_p0_2	グググダダダハハハハーーッ……！！！	Grrrrgahahaha—......!!!
TROOP140_p0_23	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP140_p0_5	流れ込んでくるゾオオオオオゥゥゥゥ……	It's flooding in—......
TROOP140_p0_6	とてつもないパワーガアアァァァ……	An incredible power—......
TROOP140_p0_9	飲み込まれる…飲み込まれてしまう……	Swallowed up... I'm being swallowed up......
TROOP140_p10_10	いイイイィィやぁぁぁだあああぁーーッ！！！	N-NOooo—!!!
TROOP140_p10_13	ダフィール！！　	Dafill!!
TROOP140_p10_14	まだ俺の声が聞こえているなら…	If you can still hear my voice...
TROOP140_p10_17	老いぼれや無能の先輩がたなど無視して…	ignore those old and useless predecessors...
TROOP140_p10_18	俺たちとのバトルに集中しろ…！！	and focus on our battle...!!
TROOP140_p10_2	ウウゥゥ…グガガアァァァーー…ッ！！！！	Uugh... grrraaah—!!!!
TROOP140_p10_21	…な…にぃ…？	...Wh-What...?
TROOP140_p10_22	赤い…の………？	The... red one......?
TROOP140_p10_25	何よりも自分を失いたくないと思う気持ち…	That wish to never lose yourself above all...
TROOP140_p10_26	それは、お前の誇りだ…プライドだ。	that is your pride.
TROOP140_p10_29	…誇り…　ボクの…？	...Pride... Mine...?
TROOP140_p10_32	ムダなまでにデカい、オマエのその誇り…	Your pride, absurdly swollen...
TROOP140_p10_33	…それは誰にも消せん！！	...No one can erase that!!
TROOP140_p10_34	自分ですら持て余しているくせに…	You can't even handle yourself...
TROOP140_p10_37	これだけ極限の状況ですら…	and in this extreme situation, even now...
TROOP140_p10_38	仲間の思いよりも、自分の都合を捨てられん…	you can't set aside your own convenience for your comrades' sake...
TROOP140_p10_39	何て自己中、ナルシストだ…	What a selfish narcissist...
TROOP140_p10_42	お…オマエに言われたくねーーーーーーー！！	Y-You're one to talk—!!
TROOP140_p10_45	なら腹をくくれと言ってるんだ…。	Then I'm telling you to steel yourself...
TROOP140_p10_46	くくれず、外野を無視できないままなら、	If you can't, and can't ignore the sidelines,
TROOP140_p10_47	結局お前はその程度だということだ！！	then that's all you amount to!!
TROOP140_p10_5	このまま全て闇のエレメントに飲み込まれ…	To be swallowed by the Dark Element whole...
TROOP140_p10_50	…偉そうに…オマエ……	...So high and mighty... you...
TROOP140_p10_51	ボクの兄ちゃんみたいなコト言いやがってェ…	sounding just like my big brother...
TROOP140_p10_54	フン、四天王にも兄弟がいるとはな…。	Hmph, so even a Four General has a brother...
TROOP140_p10_57	…ボクだって元々はヒトの子だ…	...I was a human child once, too...
TROOP140_p10_58	好きで四天王になった奴なんて………	Who'd ever choose to become a Four General......
TROOP140_p10_6	オマエらにも飲み込まれて………	You'll be swallowed too......
TROOP140_p10_61	いないンだよォォオオーー…ッ！！！！！	I refuse—!!!!!
TROOP140_p10_7	消えてしまうなんてイヤだ………	I don't want to vanish......
TROOP140_p11_11	…それでも兄がいたことといい、	...Yet the fact that you had a brother,
TROOP140_p11_12	その自己中な性格といい…、	and that selfish personality of yours...
TROOP140_p11_13	それは人間の頃から変わらないんだろうが…？	those haven't changed since you were human, have they...?
TROOP140_p11_16	…なら、お前にも他の四天王と同じように…	...Then like the other Generals, you too...
TROOP140_p11_17	お前なりの歴史や感情があるってことだ…	have your own history and feelings...
TROOP140_p11_18	なのになぜ、まだ他の四天王に気兼ねする？	So why are you still deferring to the other Generals?
TROOP140_p11_2	お前にも兄がいたらしい…	You apparently had a brother...
TROOP140_p11_21	だからこれはもうお前の戦いだ…	so this is now your battle...
TROOP140_p11_22	お前だけの都合で、好きなケジメの付け方して	You can end things however you please—
TROOP140_p11_23	いいだろうが…！！	that's your right...!!
TROOP140_p11_26	……ッ	......Hmph
TROOP140_p11_3	しかも以前は人間だったとはな…	And to think you were once human...
TROOP140_p11_6	…もう殆ど覚えちゃいない………ッ！！	...I barely remember any of it......!!
TROOP140_p11_7	強い闇のエレメントパワー自体が元々人間を	The very nature of raw Dark Elemental Power is
TROOP140_p11_8	蝕むものだからなァァーーーッ！！！！	to corrode humans from the start—!!!!
TROOP140_p1_10	出来るのか…！？	Can he do it...!?
TROOP140_p1_2	うう…おおオオオォォー…！！！！	Ugh... oooooh...!!!!
TROOP140_p1_5	流れ込んでくる…！！	It's flooding in...!!
TROOP140_p1_6	この力はァァァ…　ミケェェネかあァァ…！！	This power... it's Mycenae's...!!
TROOP140_p1_9	…こいつ、他の四天王の力を吸収することも	...This one can absorb the other Generals'
TROOP140_p2_10	感情…なのかァァァ……	power—and their emotions too...
TROOP140_p2_11	ううおおああアァァー…！！！！	Uuughaaah...!!!!
TROOP140_p2_12	入って来るなァーーーーーッ…！！！！	Stay out—!!!!
TROOP140_p2_15	…フン、どうやら四天王の力だけでなく、	...Hmph, it seems he absorbs not just the power,
TROOP140_p2_16	その人格も吸収してしまうようだな…	but the personalities of the Generals too...
TROOP140_p2_19	そんな連中の人格までをも吸収してしまって、	Having absorbed even their personas, can a brat
TROOP140_p2_2	ううおおああアァァー…！！！！	Uuughaaah...!!!!
TROOP140_p2_20	果たしてキサマのようなガキンチョが自分を	like you possibly keep yourself intact...?
TROOP140_p2_21	保てるか…　見ものだな、ダフィール…！！	This will be worth watching, Dafill...!!
TROOP140_p2_24	グググゥゥ………オオアアァァ…ッ！！！	Grrrgh... ooaaah...!!!
TROOP140_p2_3	やめろ！！　入って来るなァッ…！！	Stop!! Stay out—!!
TROOP140_p2_6	ミィィケェェネェー………	Myyceeenaee......
TROOP140_p2_7	これはオマエのキオクなのかぁぁ……	Are these your memories...?
TROOP140_p3_11	早くも自分を失いかけているようだな…	He's already starting to lose himself...
TROOP140_p3_12	ダフィール…！！	Dafill...!!
TROOP140_p3_15	それがキサマの弱さだ…	That is your weakness...
TROOP140_p3_16	どれだけ強大な力を手にしようと…	No matter how vast the power you grasp...
TROOP140_p3_17	内に強さを持たないものに、その力は扱えん！！	power cannot be wielded by one who lacks inner strength!!
TROOP140_p3_2	ミケーネぶりざーどおお…はああああ	Mycenae Blizzzard... haaaaa
TROOP140_p3_20	ググガガガ…ガガアアァァーッ！！！！	Grrrgh... rraaah!!!!
TROOP140_p3_21	オマエも黙れえええェェェーーッ…！！！！	You shut up too—!!!!
TROOP140_p3_3	効かない…効かない…！！！！	It won't work... it won't work...!!!!
TROOP140_p3_4	そんなコト分かってるよ…！！！！！	I know that...!!!!!
TROOP140_p3_7	うるさあああああいいイイィィッ！！！！	Shut UUUUUP!!!!
TROOP140_p3_8	黙れレレエエェェェーーーーッ！！！！！	SILENCE!!!!!!
TROOP140_p4_12	　　　　　　　　さらに反撃確率もアップ！！	His counter rate rises further!!
TROOP140_p4_13	　　　　　　ダフィ－ルの構えにスキがなくなった！！	Dafill's stance becomes flawless!!
TROOP140_p4_17	力だけェェェ…　力だけ寄こせェェ…！！	Power only... just give me power...!!
TROOP140_p4_18	オマエらの…こんなフクザツでカイキな……	Your... convoluted, twisted......
TROOP140_p4_21	ややこしい感情と歴史はいらない…ッ！！	messy emotions and history—I don't want them!!
TROOP140_p4_22	チカラだけをヨコセェェェー……ッ！！！！	JUST GIVE ME POWER—......!!!!
TROOP140_p4_25	自分にすべてを託して散っていった仲間の、	The comrades who gave you everything and fell...
TROOP140_p4_26	その思い…その重さ…　すべて拒否するか…	their feelings, their weight... you'd reject it all...
TROOP140_p4_29	…ヘドが出るほどのガキンチョだな…。	...You're a brat sickening enough to make one retch...
TROOP140_p4_30	まるで、俺みたいだぜ…！！	Just like me...!!
TROOP140_p4_5	なんでいまボクは黙ったァァ……！！	Why did I go quiet just now...!!
TROOP140_p4_6	オマエだな……ヌヌアアアウウゥゥゥー…！！	It's you—...!!
TROOP140_p4_9	　大魔王ダフィールの攻撃力とぼうぎょ力がアップした！！	Great Demon King Dafill's attack and defense increase!!
TROOP140_p5_10	そして…　めちゃくちゃ難解な感情なんだ…	And... these feelings are impossibly complex...
TROOP140_p5_16	　　　　ダフィールから猛烈な闇の波動を感じる！！	A violent wave of Dark energy emanates from Dafill!!
TROOP140_p5_17	　　　　　　　ダフィールの魔力が暴走した！！	Dafill's magic runs wild!!
TROOP140_p5_2	グガガダダガハハハァァァー……ッ！！！！	Grrrrgahahaha—......!!!!
TROOP140_p5_20	ピ…ケ…ピ…ケエエェェーー……ッ！！！！	Pi... ke... Pi... keeee......!!!!
TROOP140_p5_23	クッ…！！	Hmph...!!
TROOP140_p5_24	なんだ…気圧される…！！	What... I'm being overwhelmed...!!
TROOP140_p5_25	ウィン…これがあのピ何とかの力なのか…！？	Win... so this is that Pi-whatever's power...!?
TROOP140_p5_31	逆らうな…　逆らってはならんンンのだぁ…	Don't resist... you must not resist......
TROOP140_p5_32	闇の力の奔流からからァァ……！！！！	from the surging torrent of Dark power......!!!!
TROOP140_p5_35	闇のエレメントに完全に身を任せねバァァ…	Only by surrendering wholly to the Dark Element......
TROOP140_p5_36	真の大魔王に…は…ワワァァ……ァ………	can one... become the true Great Demon King......
TROOP140_p5_39	ウウうおおおああああぁぁーー……ッ！！！！	Uuughaaaaah—......!!!!
TROOP140_p5_40	ボクはダフィールだァァァァ……！！！！	I am Dafill—......!!!!
TROOP140_p5_43	どうもこの辺りからが本番らしい…	It seems the real fight starts around here...
TROOP140_p5_44	ウィン、死ぬなよ！！	Win, don't die!!
TROOP140_p5_5	コノ…チカラは………ッ！！	This... power......!!
TROOP140_p5_50	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP140_p5_6	うう…グフ…ガ…ァァ…ああああああ！！！	Ugh... grh... gaah... aaaah!!!
TROOP140_p5_9	なんて凄まじい魔力…　膨大な知識…	What immense magic... vast knowledge...
TROOP140_p6_14	いまの奴にはスキが殆どないから、	He has almost no openings right now, so
TROOP140_p6_15	大ダメージを与えるのが難しい…	dealing heavy damage will be hard...
TROOP140_p6_16	そこで奴にスキを作る作戦だ。	So here's the plan to create an opening.
TROOP140_p6_19	お前のカマイタチで奴の足を攻撃した瞬間に、	The moment your Kamaitachi strikes his feet,
TROOP140_p6_2	ググルルううおおおあああぁぁぁぁ……！！	Grrrluuughaaah......!!
TROOP140_p6_20	俺がフェイント攻撃をしかける…。	I'll follow with a Feint Thrust...
TROOP140_p6_23	うまくいけば、奴のぼうぎょと素早さを同時に	If it works, we can lower his defense and agility
TROOP140_p6_24	ダウンさせることができるだろう…どうだ？	at the same time... what do you think?
TROOP140_p6_3	負けねえゾ……　ゼッテーェェ……	I won't lose...... not a chance......
TROOP140_p6_32	　　　　　ウィンとピピンはカマカゼを編み出した！	Win and Pipin create Kamakaze!
TROOP140_p6_4	負けねえぞおおおおおおまえらあああ！！！！	I won't lose to you—!!!!
TROOP140_p6_7	…ウィン、俺にちょっとした考えがある。	...Win, I've got an idea.
TROOP140_p6_8	お前の魔法と俺のスキルを組み合わせた攻撃だ	A combined attack of your magic and my skill.
TROOP140_p7_14	普通にやったんじゃうまくいかない。	It won't work if we do it normally.
TROOP140_p7_15	俺が丸焦げになるか、よくても雷の力が	I'd end up charred, or at best the lightning
TROOP140_p7_16	地面に逃げてしまうからな…。	would escape into the ground...
TROOP140_p7_19	そこでだ…　俺のスキル、浮雲渡りだ。	So... I use my skill, Walking on Clouds.
TROOP140_p7_2	己をぉぉ…滅っせぇぇェェ…	Destroy yourself......
TROOP140_p7_20	俺が宙に浮いている間に、オマエが俺の剣に	While I'm airborne, you drop your Thunderclap
TROOP140_p7_21	イカヅチを落とす…	onto my sword...
TROOP140_p7_24	そして着地するまでの間に俺が攻撃すれば…	Then if I attack before I land...
TROOP140_p7_25	全ての雷のパワーがアイツに伝わる。	all the lightning's power transfers to him.
TROOP140_p7_26	想像もつかん威力になるだろう…	The force would be unimaginable...
TROOP140_p7_29	どちらかがタイミングをミスれば、	If either of us mistimes it,
TROOP140_p7_3	さもなくばァ…　敗れゥゥ……ううああ！！	or else... we lose...... ugh!!
TROOP140_p7_30	俺は丸焦げになるが…、どうだ、やれるか？	I'd be roasted, but... can you do it?
TROOP140_p7_36	　　　　　ウィンとピピンはイヅナを編み出した！！	Win and Pipin create Izuna!!
TROOP140_p7_4	黙れェェナウゥゥーーッ…！！！！	Silence, Nau—!!!!
TROOP140_p7_7	ウィン…お前のイカヅチを俺の剣に落とす技を	Win... I've been thinking of a move where you
TROOP140_p7_8	考えていたんだが…	drop your Thunderclap on my sword...
TROOP140_p8_10	己が無くなるのォォーーーッ！！	My very self vanishing—!!
TROOP140_p8_11	己が無視されるのォォォーーーッ！！！	Being utterly ignored—!!!
TROOP140_p8_12	ググガガうぅおぉあぁーーー……ッ！！！！	Grrrgh—......!!!!
TROOP140_p8_15	ウィン、気付いているか？	Win, have you noticed?
TROOP140_p8_16	アイツはもう、俺たちを見ていない…	He's not even looking at us anymore...
TROOP140_p8_17	見えていない…！！	He can't see us...!!
TROOP140_p8_2	恐れるかァァ…怯えるかァァ……！！！！	Does it fear...? Does it tremble......!!!!
TROOP140_p8_20	いまなら…	Now is our chance...
TROOP140_p8_21	俺の魔法を相殺されずに発動できるだろう…	I can cast my magic without it being canceled...
TROOP140_p8_22	そこでだ…	So here's the plan...
TROOP140_p8_25	不意を突いて俺がアイツを水浸しにする…	I'll catch him off guard and soak him with water...
TROOP140_p8_26	そこにお前のイカヅチを落とせ。	Then you drop your Thunderclap on him.
TROOP140_p8_3	真実がァァ…歴史がァァ…	The truth... history......
TROOP140_p8_32	辺り一面水浸しだ、逃れる術はない…。	Everything's drenched—there's no escape...
TROOP140_p8_33	しかも雷のパワーは地面に分散せず、	And the lightning won't disperse into the ground,
TROOP140_p8_34	びしょ濡れの奴に集中するってわけだ。	it'll concentrate on the soaking-wet target.
TROOP140_p8_37	　　　　ウィンとピピンはミカヅチを編み出した！！	Win and Pipin create Mikazuchi!!
TROOP140_p8_4	失われることよりもォォォ………ッ！！！	More than what would be lost......!!!
TROOP140_p8_7	卑小で卑俗でか弱い己れの消失ォォォ………	The vanishing of this petty, vulgar, fragile self......
TROOP140_p9_10	闇の復活もォォォ………！！！	The Dark's revival......!!!
TROOP140_p9_11	闇の勝利もォォォ………！！！！！	The Dark's victory......!!!!!
TROOP140_p9_12	ボクにはどうでもいいィィィー……ッ！！！！	I don't care about any of it......!!!!
TROOP140_p9_15	フン…　アイツ、仲間のことばに全く従う気が	Hmph... he's got no intention of listening
TROOP140_p9_16	ないみたいだな…。	to his allies...
TROOP140_p9_19	真の意味での闇との一体化…大魔王化には…	True fusion with the Dark... to become the Great Demon King...
TROOP140_p9_2	黙れッェェ…　ピケピケェェ…！！	Silence... Pikepike...!!
TROOP140_p9_20	アイツの自我がジャマなようだ。	His sense of self seems to be in the way.
TROOP140_p9_26	…ちょびっとだけ、哀れだな、アイツ。	...I feel just a tiny bit sorry for him.
TROOP140_p9_3	ナウーゥゥゥ…　ミケェェネェーッ…！！！！	Nauu... Myceenaee...!!!!
TROOP140_p9_6	ボクは消えないッ！！！！	I won't disappear!!!!
TROOP140_p9_7	ボクはまだ何も成していない…ッ！！！！	I haven't accomplished anything yet...!!!!
TROOP141_p0_10	うげえええ！！！！　きもち悪すぎるーー！！	Ew—!!!! Too gross—!!
TROOP141_p0_2	な…　なんだこれは…！？	Wh-...What is this...!?
TROOP141_p0_5	どこだよここ！！？？	Where is this!!??
TROOP141_p0_6	なんだーーー！！！？？	What the—!!!??
TROOP141_p0_7	あのデッカイきもちわりいのはよーー！！？？	That huge gross thing—!!??
TROOP141_p1_10	もうやだああああああああああ！！！！	I can't take it—!!!!
TROOP141_p1_11	帰りたいーーーーーーーー！！！！！	I want to go home—!!!!!
TROOP141_p1_2	こいつ…不死身なのか…？	Is this thing... immortal...?
TROOP141_p1_3	いくら攻撃しても、ちっとも手応えがない…！	No matter how much we hit it, there's no feedback...!
TROOP141_p1_6	ちくしょーーー！！！	Damn it—!!!
TROOP141_p1_7	なんでこんな目に合わなきゃいけねえんだ！！	Why do we have to suffer this!!
TROOP142_p0_1	バンデッド	Bandit
TROOP142_p0_2	「いままで散々痛い目に合わせてくれた…	"""You've put me through so much pain..."
TROOP142_p0_3	　お礼をたっぷりとさせてもらうぜ！！	 now let me repay you in full!!
TROOP142_p1_1	バンデッド	Bandit
TROOP142_p1_11	「…くっ	"""...Hmph"
TROOP142_p1_12	　言ってることよく分からないが…	 I can't quite follow what you're saying, but...
TROOP142_p1_13	　確かにコイツ、只者じゃない…！！	 this one's certainly no ordinary foe...!!
TROOP142_p1_16	「しっかしマジで誰なんだよ、こいつ…	"""Seriously though, who is this guy..."
TROOP142_p1_2	「俺は何度倒されても　立ち上がった…	"""No matter how many times I was struck down, I rose again..."
TROOP142_p1_3	　死んだと思っても　ギリギリ生きていて…	 even when I thought I was dead, I clung to life...
TROOP142_p1_5	バンデッド	Bandit
TROOP142_p1_6	「そうして遂に…	"""And so, at last..."
TROOP142_p1_7	　俺はこの力を手に入れたんだ…	 I gained this power...
TROOP142_p1_8	　お前らを倒せる力をな！！	 the power to defeat you!!
TROOP142_p2_1	バンデッド	Bandit
TROOP142_p2_10	「…ふん	"""...Heh"
TROOP142_p2_11	　俺の方が強い。	 I'm stronger.
TROOP142_p2_17	　　　　　　　　　　ウィンは頷いた！	Win nodded!
TROOP142_p2_2	「どうだ！　この素早さ！　戦闘技術！！	"""How do you like it! This speed! This technique!!"
TROOP142_p2_3	　まさに伝説級の強さだろう！！	 Truly legendary strength, wouldn't you say!!
TROOP142_p2_6	「つええ…	"""He's strong..."
TROOP142_p2_7	　こんな強い人間に会ったコトがねえ…！！	 I've never met a human this strong...!!
TROOP142_p3_1	バンデッド	Bandit
TROOP142_p3_10	「しかし…なんだろう…	"""But... what is it..."
TROOP142_p3_11	　コイツの力には　なんか…	 his power has something...
TROOP142_p3_12	　感じるよ、闇の力みたいなの…	 I sense it—something like Dark power...
TROOP142_p3_15	「ああ…　フツーじゃねーよ…	"""Yeah... this ain't normal..."
TROOP142_p3_16	　気を付けた方がいいと思うぜ	 I'd be careful if I were you.
TROOP142_p3_17	　騎士隊長さん。	 Knight Captain.
TROOP142_p3_2	「クッ…！！	"""Hmph...!!"
TROOP142_p3_20	「…俺はもう騎士じゃない	"""...I'm not a knight anymore."
TROOP142_p3_3	　ダメなのか…　こんなに強くなっても…！！	 Is that not allowed... even now that I'm this strong...!!
TROOP142_p3_6	「所詮は人間…	"""In the end, they're human..."
TROOP142_p3_7	　化け物みたいな体力ではなさそうだ。	 they won't have a monster's stamina.
TROOP142_p4_1	バンデッド	Bandit
TROOP142_p4_2	「ハァ…　ハァ…	"""Hah... hah..."
TROOP142_p4_5	「そろそろ終わりのようだな　盗賊野郎	"""It's about time you met your end, you bandit scum."
TROOP142_p4_7	バンデッド	Bandit
TROOP142_p4_8	「あんだと…？	"""What was that...?"
TROOP142_p4_9	　まだ始まってもねえんだよーーーーー！！！	 This isn't even close to over—!!!
TROOP14_p0_10	絶対に勝てねえ！！	There's no way we can win!!
TROOP14_p0_11	卑怯かも知れねえが…	It might be underhanded, but...
TROOP14_p0_13	一回勝たせてもらうぜ！！	let me take this one!!
TROOP14_p0_16	……………（ゆっくり頷いてから武器を構える	.........(It slowly nods, then raises its weapon)
TROOP14_p0_2	くそ…二人で勝ったんじゃ、試練を果たした	Damn... winning with two of us won't count as
TROOP14_p0_3	ことにならなそうだなあ…	clearing the trial...
TROOP14_p0_6	………（困	.........(awkward)
TROOP14_p0_9	とはいえ、オレはコイツにひとりじゃ	Still, I can't beat this guy
TROOP14_p1_2	なんか左手の紋章が光りまくってる…	My left-hand crest is blazing away...
TROOP14_p1_3	いかにも魔法とか使えそうな感じだぜ！	It really looks like it could cast magic!
TROOP14_p1_9	　　　　ウィンの紋章もみどり色に輝いている！	Win's crest glows green as well!
TROOP14_p2_15	　　　　　　　ウィンはホノオに名前を教えた	Win tells Hono his name.
TROOP14_p2_18	オーケー！　ウィンて言うんだな！	Okay! So you're Win!
TROOP14_p2_19	オレはホノオだぜ！　よろしくな！	I'm Hono! Nice to meet you!
TROOP14_p2_2	この鎧のオッサンは意外とすばやいうえに…	This armored geezer's surprisingly fast, and...
TROOP14_p2_22	ウィンのそのハヤテの魔法を使えば、	with your Hayate spell,
TROOP14_p2_23	アイツよりも先に動ける…	we can act before him...
TROOP14_p2_24	つまり…　コレは勝てるぜーーー！！	Which means... we can win—!!
TROOP14_p2_5	こっちを気絶させたり、転ばせてくるから、	He stuns us and knocks us down, so
TROOP14_p2_6	ちっともこっちの番にならねーんだ…	our turns never come...
TROOP14_p2_9	だけどオマエの…　オマエ…	But your... you...
TROOP14_p3_5	おっ？　もしかして…　いけるか！？	Oh? Could it be... we can do this!?
TROOP16_p0_2	こんどこそ…！全部会心の一撃が出るかも！！	This time...! Every hit might be a critical!!
TROOP27_p0_10	ごちゃごちゃ喋ってないで、	Enough chatter—
TROOP27_p0_11	さっさとこいつをぶちのめすぞ！	let's beat this guy down!
TROOP27_p0_2	しっかし、こんなバケモノ…	Still, a monster like this...
TROOP27_p0_3	一体どこから来やがったんだ？	where on earth did it come from?
TROOP27_p0_6	龍のお社の方から来たって誰かが	Someone said it came from
TROOP27_p0_7	言ってたよ…	around the Dragon Shrine...
TROOP33_p0_2	お！　見た事のあるやつだぜ！	Oh! I know this one!
TROOP34_p0_10	刀ってことは…　	If it has a katana...
TROOP34_p0_11	セイリューに関係する魔物なんじゃねえのか？	it must be a monster tied to Seiryu, right?
TROOP34_p0_14	分からないよ。	I don't know.
TROOP34_p0_15	この前に村を襲った魔物もだけど、	Like the ones that attacked the village before,
TROOP34_p0_16	最近見たこともない魔物ばっかりなのさ。	lately it's all monsters we've never seen.
TROOP34_p0_2	なんだこの魔物…？	What are these monsters...?
TROOP34_p0_3	なんか知らんけど、むちゃくちゃカッコいいぞ…	I don't know why, but they look insanely cool...
TROOP34_p0_6	見たこともない鎧を着ている…	They're wearing armor we've never seen...
TROOP34_p0_7	でもあいつらが持っているのは、刀だ。	But what they carry is a katana.
TROOP35_p0_10	さあ、これで終りにしてあげる！	Come, let me end this!
TROOP35_p0_11	私たち闇の四天王と…	The clash between the Four Dark Generals
TROOP35_p0_12	あなたたち継承者との争いを！！	and you inheritors—let it end here!!
TROOP35_p0_15	くっそーーーーーーー！！	Damn it—!!
TROOP35_p0_16	まったく勝てる気がしねえぜ、さすがに	I honestly can't see us winning,
TROOP35_p0_17	今回ばかりはよーーーーーーー！！！	not this time—!!!
TROOP35_p0_2	闇の四天王のこの私と…	Me, a Four Dark General, and...
TROOP35_p0_20	すまん、ホノオ、ウィン！	Sorry, Hono, Win!
TROOP35_p0_21	なんとかあんたたちの力で…	Somehow, with your power...
TROOP35_p0_22	この場をしのいでくれ……！！	hold the line here......!!
TROOP35_p0_3	そして闇の結晶最強の…　この青龍！	And Seiryu, the strongest Dark Crystal...!
TROOP35_p0_5	同時に相手することなんて…	To face them both at once...
TROOP35_p0_6	もしあなたたち全員が…紋章を持っていた	Even if all of you carried crests,
TROOP35_p0_7	としても…	it would be...
TROOP35_p0_8	ほとんど不可能だったでしょうね…	nearly impossible, wouldn't it...
TROOP35_p1_2	えーと…　ちょっと	Um... a moment.
TROOP35_p1_3	青龍さん、ちゃんと戦ってもらえるかしら…？	Seiryu, could you please fight properly...?
TROOP35_p1_6	…　なんだ？	...What?
TROOP35_p2_12	様子がおかしい…。	Something's off...
TROOP35_p2_13	みんな、守りを固めて様子を見た方がいい。	Everyone, better fortify and watch closely.
